ΚΩΔΙΚΟΣ_ΒΑΡΔΙΑΣ,ΤΥΠΟΣ,ΗΜΕΡΟΜΗΝΙΑ,ΟΝΟΜΑ_ΤΜΗΜΑΤΟΣ
SHF_00441,Νυχτερινή,2025-01-10,Οφθαλμολογία
SHF_00442,Πρωινή,2025-01-10,ΩΡΛ
SHF_00443,Απογευματινή,2025-01-10,ΩΡΛ
SHF_00444,Νυχτερινή,2025-01-10,ΩΡΛ
SHF_00445,Πρωινή,2025-01-10,Γαστρεντερολογία
SHF_00446,Απογευματινή,2025-01-10,Γαστρεντερολογία
SHF_00447,Νυχτερινή,2025-01-10,Γαστρεντερολογία
SHF_00448,Πρωινή,2025-01-10,Ενδοκρινολογία
SHF_00449,Απογευματινή,2025-01-10,Ενδοκρινολογία
SHF_00450,Νυχτερινή,2025-01-10,Ενδοκρινολογία
SHF_00451,Πρωινή,2025-01-11,Καρδιολογία
SHF_00452,Απογευματινή,2025-01-11,Καρδιολογία
SHF_00453,Νυχτερινή,2025-01-11,Καρδιολογία
SHF_00454,Πρωινή,2025-01-11,Χειρουργική
SHF_00455,Απογευματινή,2025-01-11,Χειρουργική
SHF_00456,Νυχτερινή,2025-01-11,Χειρουργική
SHF_00457,Πρωινή,2025-01-11,ΜΕΘ
SHF_00458,Απογευματινή,2025-01-11,ΜΕΘ
SHF_00459,Νυχτερινή,2025-01-11,ΜΕΘ
SHF_00460,Πρωινή,2025-01-11,Επείγοντα
SHF_00461,Απογευματινή,2025-01-11,Επείγοντα
SHF_00462,Νυχτερινή,2025-01-11,Επείγοντα
SHF_00463,Πρωινή,2025-01-11,Ορθοπεδική
SHF_00464,Απογευματινή,2025-01-11,Ορθοπεδική
SHF_00465,Νυχτερινή,2025-01-11,Ορθοπεδική
SHF_00466,Πρωινή,2025-01-11,Παιδιατρική
SHF_00467,Απογευματινή,2025-01-11,Παιδιατρική
SHF_00468,Νυχτερινή,2025-01-11,Παιδιατρική
SHF_00469,Πρωινή,2025-01-11,Γυναικολογία
SHF_00470,Απογευματινή,2025-01-11,Γυναικολογία
SHF_00471,Νυχτερινή,2025-01-11,Γυναικολογία
SHF_00472,Πρωινή,2025-01-11,Νευρολογία
SHF_00473,Απογευματινή,2025-01-11,Νευρολογία
SHF_00474,Νυχτερινή,2025-01-11,Νευρολογία
SHF_00475,Πρωινή,2025-01-11,Ογκολογία
SHF_00476,Απογευματινή,2025-01-11,Ογκολογία
SHF_00477,Νυχτερινή,2025-01-11,Ογκολογία
SHF_00478,Πρωινή,2025-01-11,Πνευμονολογία
SHF_00479,Απογευματινή,2025-01-11,Πνευμονολογία
SHF_00480,Νυχτερινή,2025-01-11,Πνευμονολογία
SHF_00481,Πρωινή,2025-01-11,Ουρολογία
SHF_00482,Απογευματινή,2025-01-11,Ουρολογία
SHF_00483,Νυχτερινή,2025-01-11,Ουρολογία
SHF_00484,Πρωινή,2025-01-11,Οφθαλμολογία
SHF_00485,Απογευματινή,2025-01-11,Οφθαλμολογία
SHF_00486,Νυχτερινή,2025-01-11,Οφθαλμολογία
SHF_00487,Πρωινή,2025-01-11,ΩΡΛ
SHF_00488,Απογευματινή,2025-01-11,ΩΡΛ
SHF_00489,Νυχτερινή,2025-01-11,ΩΡΛ
SHF_00490,Πρωινή,2025-01-11,Γαστρεντερολογία
SHF_00491,Απογευματινή,2025-01-11,Γαστρεντερολογία
SHF_00492,Νυχτερινή,2025-01-11,Γαστρεντερολογία
SHF_00493,Πρωινή,2025-01-11,Ενδοκρινολογία
SHF_00494,Απογευματινή,2025-01-11,Ενδοκρινολογία
SHF_00495,Νυχτερινή,2025-01-11,Ενδοκρινολογία
SHF_00496,Πρωινή,2025-01-12,Καρδιολογία
SHF_00497,Απογευματινή,2025-01-12,Καρδιολογία
SHF_00498,Νυχτερινή,2025-01-12,Καρδιολογία
SHF_00499,Πρωινή,2025-01-12,Χειρουργική
SHF_00500,Απογευματινή,2025-01-12,Χειρουργική
SHF_00501,Νυχτερινή,2025-01-12,Χειρουργική
SHF_00502,Πρωινή,2025-01-12,ΜΕΘ
SHF_00503,Απογευματινή,2025-01-12,ΜΕΘ
SHF_00504,Νυχτερινή,2025-01-12,ΜΕΘ
SHF_00505,Πρωινή,2025-01-12,Επείγοντα
SHF_00506,Απογευματινή,2025-01-12,Επείγοντα
SHF_00507,Νυχτερινή,2025-01-12,Επείγοντα
SHF_00508,Πρωινή,2025-01-12,Ορθοπεδική
SHF_00509,Απογευματινή,2025-01-12,Ορθοπεδική
SHF_00510,Νυχτερινή,2025-01-12,Ορθοπεδική
SHF_00511,Πρωινή,2025-01-12,Παιδιατρική
SHF_00512,Απογευματινή,2025-01-12,Παιδιατρική
SHF_00513,Νυχτερινή,2025-01-12,Παιδιατρική
SHF_00514,Πρωινή,2025-01-12,Γυναικολογία
SHF_00515,Απογευματινή,2025-01-12,Γυναικολογία
SHF_00516,Νυχτερινή,2025-01-12,Γυναικολογία
SHF_00517,Πρωινή,2025-01-12,Νευρολογία
SHF_00518,Απογευματινή,2025-01-12,Νευρολογία
SHF_00519,Νυχτερινή,2025-01-12,Νευρολογία
SHF_00520,Πρωινή,2025-01-12,Ογκολογία
SHF_00521,Απογευματινή,2025-01-12,Ογκολογία
SHF_00522,Νυχτερινή,2025-01-12,Ογκολογία
SHF_00523,Πρωινή,2025-01-12,Πνευμονολογία
SHF_00524,Απογευματινή,2025-01-12,Πνευμονολογία
SHF_00525,Νυχτερινή,2025-01-12,Πνευμονολογία
SHF_00526,Πρωινή,2025-01-12,Ουρολογία
SHF_00527,Απογευματινή,2025-01-12,Ουρολογία
SHF_00528,Νυχτερινή,2025-01-12,Ουρολογία
SHF_00529,Πρωινή,2025-01-12,Οφθαλμολογία
SHF_00530,Απογευματινή,2025-01-12,Οφθαλμολογία
SHF_00531,Νυχτερινή,2025-01-12,Οφθαλμολογία
SHF_00532,Πρωινή,2025-01-12,ΩΡΛ
SHF_00533,Απογευματινή,2025-01-12,ΩΡΛ
SHF_00534,Νυχτερινή,2025-01-12,ΩΡΛ
SHF_00535,Πρωινή,2025-01-12,Γαστρεντερολογία
SHF_00536,Απογευματινή,2025-01-12,Γαστρεντερολογία
SHF_00537,Νυχτερινή,2025-01-12,Γαστρεντερολογία
SHF_00538,Πρωινή,2025-01-12,Ενδοκρινολογία
SHF_00539,Απογευματινή,2025-01-12,Ενδοκρινολογία
SHF_00540,Νυχτερινή,2025-01-12,Ενδοκρινολογία
SHF_00541,Πρωινή,2025-01-13,Καρδιολογία
SHF_00542,Απογευματινή,2025-01-13,Καρδιολογία
SHF_00543,Νυχτερινή,2025-01-13,Καρδιολογία
SHF_00544,Πρωινή,2025-01-13,Χειρουργική
SHF_00545,Απογευματινή,2025-01-13,Χειρουργική
SHF_00546,Νυχτερινή,2025-01-13,Χειρουργική
SHF_00547,Πρωινή,2025-01-13,ΜΕΘ
SHF_00548,Απογευματινή,2025-01-13,ΜΕΘ
SHF_00549,Νυχτερινή,2025-01-13,ΜΕΘ
SHF_00550,Πρωινή,2025-01-13,Επείγοντα
SHF_00551,Απογευματινή,2025-01-13,Επείγοντα
SHF_00552,Νυχτερινή,2025-01-13,Επείγοντα
SHF_00553,Πρωινή,2025-01-13,Ορθοπεδική
SHF_00554,Απογευματινή,2025-01-13,Ορθοπεδική
SHF_00555,Νυχτερινή,2025-01-13,Ορθοπεδική
SHF_00556,Πρωινή,2025-01-13,Παιδιατρική
SHF_00557,Απογευματινή,2025-01-13,Παιδιατρική
SHF_00558,Νυχτερινή,2025-01-13,Παιδιατρική
SHF_00559,Πρωινή,2025-01-13,Γυναικολογία
SHF_00560,Απογευματινή,2025-01-13,Γυναικολογία
SHF_00561,Νυχτερινή,2025-01-13,Γυναικολογία
SHF_00562,Πρωινή,2025-01-13,Νευρολογία
SHF_00563,Απογευματινή,2025-01-13,Νευρολογία
SHF_00564,Νυχτερινή,2025-01-13,Νευρολογία
SHF_00565,Πρωινή,2025-01-13,Ογκολογία
SHF_00566,Απογευματινή,2025-01-13,Ογκολογία
SHF_00567,Νυχτερινή,2025-01-13,Ογκολογία
SHF_00568,Πρωινή,2025-01-13,Πνευμονολογία
SHF_00569,Απογευματινή,2025-01-13,Πνευμονολογία
SHF_00570,Νυχτερινή,2025-01-13,Πνευμονολογία
SHF_00571,Πρωινή,2025-01-13,Ουρολογία
SHF_00572,Απογευματινή,2025-01-13,Ουρολογία
SHF_00573,Νυχτερινή,2025-01-13,Ουρολογία
SHF_00574,Πρωινή,2025-01-13,Οφθαλμολογία
SHF_00575,Απογευματινή,2025-01-13,Οφθαλμολογία
SHF_00576,Νυχτερινή,2025-01-13,Οφθαλμολογία
SHF_00577,Πρωινή,2025-01-13,ΩΡΛ
SHF_00578,Απογευματινή,2025-01-13,ΩΡΛ
SHF_00579,Νυχτερινή,2025-01-13,ΩΡΛ
SHF_00580,Πρωινή,2025-01-13,Γαστρεντερολογία
SHF_00581,Απογευματινή,2025-01-13,Γαστρεντερολογία
SHF_00582,Νυχτερινή,2025-01-13,Γαστρεντερολογία
SHF_00583,Πρωινή,2025-01-13,Ενδοκρινολογία
SHF_00584,Απογευματινή,2025-01-13,Ενδοκρινολογία
SHF_00585,Νυχτερινή,2025-01-13,Ενδοκρινολογία
SHF_00586,Πρωινή,2025-01-14,Καρδιολογία
SHF_00587,Απογευματινή,2025-01-14,Καρδιολογία
SHF_00588,Νυχτερινή,2025-01-14,Καρδιολογία
SHF_00589,Πρωινή,2025-01-14,Χειρουργική
SHF_00590,Απογευματινή,2025-01-14,Χειρουργική
SHF_00591,Νυχτερινή,2025-01-14,Χειρουργική
SHF_00592,Πρωινή,2025-01-14,ΜΕΘ
SHF_00593,Απογευματινή,2025-01-14,ΜΕΘ
SHF_00594,Νυχτερινή,2025-01-14,ΜΕΘ
SHF_00595,Πρωινή,2025-01-14,Επείγοντα
SHF_00596,Απογευματινή,2025-01-14,Επείγοντα
SHF_00597,Νυχτερινή,2025-01-14,Επείγοντα
SHF_00598,Πρωινή,2025-01-14,Ορθοπεδική
SHF_00599,Απογευματινή,2025-01-14,Ορθοπεδική
SHF_00600,Νυχτερινή,2025-01-14,Ορθοπεδική
SHF_00601,Πρωινή,2025-01-14,Παιδιατρική
SHF_00602,Απογευματινή,2025-01-14,Παιδιατρική
SHF_00603,Νυχτερινή,2025-01-14,Παιδιατρική
SHF_00604,Πρωινή,2025-01-14,Γυναικολογία
SHF_00605,Απογευματινή,2025-01-14,Γυναικολογία
SHF_00606,Νυχτερινή,2025-01-14,Γυναικολογία
SHF_00607,Πρωινή,2025-01-14,Νευρολογία
SHF_00608,Απογευματινή,2025-01-14,Νευρολογία
SHF_00609,Νυχτερινή,2025-01-14,Νευρολογία
SHF_00610,Πρωινή,2025-01-14,Ογκολογία
SHF_00611,Απογευματινή,2025-01-14,Ογκολογία
SHF_00612,Νυχτερινή,2025-01-14,Ογκολογία
SHF_00613,Πρωινή,2025-01-14,Πνευμονολογία
SHF_00614,Απογευματινή,2025-01-14,Πνευμονολογία
SHF_00615,Νυχτερινή,2025-01-14,Πνευμονολογία
SHF_00616,Πρωινή,2025-01-14,Ουρολογία
SHF_00617,Απογευματινή,2025-01-14,Ουρολογία
SHF_00618,Νυχτερινή,2025-01-14,Ουρολογία
SHF_00619,Πρωινή,2025-01-14,Οφθαλμολογία
SHF_00620,Απογευματινή,2025-01-14,Οφθαλμολογία
SHF_00621,Νυχτερινή,2025-01-14,Οφθαλμολογία
SHF_00622,Πρωινή,2025-01-14,ΩΡΛ
SHF_00623,Απογευματινή,2025-01-14,ΩΡΛ
SHF_00624,Νυχτερινή,2025-01-14,ΩΡΛ
SHF_00625,Πρωινή,2025-01-14,Γαστρεντερολογία
SHF_00626,Απογευματινή,2025-01-14,Γαστρεντερολογία
SHF_00627,Νυχτερινή,2025-01-14,Γαστρεντερολογία
SHF_00628,Πρωινή,2025-01-14,Ενδοκρινολογία
SHF_00629,Απογευματινή,2025-01-14,Ενδοκρινολογία
SHF_00630,Νυχτερινή,2025-01-14,Ενδοκρινολογία
SHF_00631,Πρωινή,2025-01-15,Καρδιολογία
SHF_00632,Απογευματινή,2025-01-15,Καρδιολογία
SHF_00633,Νυχτερινή,2025-01-15,Καρδιολογία
SHF_00634,Πρωινή,2025-01-15,Χειρουργική
SHF_00635,Απογευματινή,2025-01-15,Χειρουργική
SHF_00636,Νυχτερινή,2025-01-15,Χειρουργική
SHF_00637,Πρωινή,2025-01-15,ΜΕΘ
SHF_00638,Απογευματινή,2025-01-15,ΜΕΘ
SHF_00639,Νυχτερινή,2025-01-15,ΜΕΘ
SHF_00640,Πρωινή,2025-01-15,Επείγοντα
SHF_00641,Απογευματινή,2025-01-15,Επείγοντα
SHF_00642,Νυχτερινή,2025-01-15,Επείγοντα
SHF_00643,Πρωινή,2025-01-15,Ορθοπεδική
SHF_00644,Απογευματινή,2025-01-15,Ορθοπεδική
SHF_00645,Νυχτερινή,2025-01-15,Ορθοπεδική
SHF_00646,Πρωινή,2025-01-15,Παιδιατρική
SHF_00647,Απογευματινή,2025-01-15,Παιδιατρική
SHF_00648,Νυχτερινή,2025-01-15,Παιδιατρική
SHF_00649,Πρωινή,2025-01-15,Γυναικολογία
SHF_00650,Απογευματινή,2025-01-15,Γυναικολογία
SHF_00651,Νυχτερινή,2025-01-15,Γυναικολογία
SHF_00652,Πρωινή,2025-01-15,Νευρολογία
SHF_00653,Απογευματινή,2025-01-15,Νευρολογία
SHF_00654,Νυχτερινή,2025-01-15,Νευρολογία
SHF_00655,Πρωινή,2025-01-15,Ογκολογία
SHF_00656,Απογευματινή,2025-01-15,Ογκολογία
SHF_00657,Νυχτερινή,2025-01-15,Ογκολογία
SHF_00658,Πρωινή,2025-01-15,Πνευμονολογία
SHF_00659,Απογευματινή,2025-01-15,Πνευμονολογία
SHF_00660,Νυχτερινή,2025-01-15,Πνευμονολογία
SHF_00661,Πρωινή,2025-01-15,Ουρολογία
SHF_00662,Απογευματινή,2025-01-15,Ουρολογία
SHF_00663,Νυχτερινή,2025-01-15,Ουρολογία
SHF_00664,Πρωινή,2025-01-15,Οφθαλμολογία
SHF_00665,Απογευματινή,2025-01-15,Οφθαλμολογία
SHF_00666,Νυχτερινή,2025-01-15,Οφθαλμολογία
SHF_00667,Πρωινή,2025-01-15,ΩΡΛ
SHF_00668,Απογευματινή,2025-01-15,ΩΡΛ
SHF_00669,Νυχτερινή,2025-01-15,ΩΡΛ
SHF_00670,Πρωινή,2025-01-15,Γαστρεντερολογία
SHF_00671,Απογευματινή,2025-01-15,Γαστρεντερολογία
SHF_00672,Νυχτερινή,2025-01-15,Γαστρεντερολογία
SHF_00673,Πρωινή,2025-01-15,Ενδοκρινολογία
SHF_00674,Απογευματινή,2025-01-15,Ενδοκρινολογία
SHF_00675,Νυχτερινή,2025-01-15,Ενδοκρινολογία
SHF_00676,Πρωινή,2025-01-16,Καρδιολογία
SHF_00677,Απογευματινή,2025-01-16,Καρδιολογία
SHF_00678,Νυχτερινή,2025-01-16,Καρδιολογία
SHF_00679,Πρωινή,2025-01-16,Χειρουργική
SHF_00680,Απογευματινή,2025-01-16,Χειρουργική
SHF_00681,Νυχτερινή,2025-01-16,Χειρουργική
SHF_00682,Πρωινή,2025-01-16,ΜΕΘ
SHF_00683,Απογευματινή,2025-01-16,ΜΕΘ
SHF_00684,Νυχτερινή,2025-01-16,ΜΕΘ
SHF_00685,Πρωινή,2025-01-16,Επείγοντα
SHF_00686,Απογευματινή,2025-01-16,Επείγοντα
SHF_00687,Νυχτερινή,2025-01-16,Επείγοντα
SHF_00688,Πρωινή,2025-01-16,Ορθοπεδική
SHF_00689,Απογευματινή,2025-01-16,Ορθοπεδική
SHF_00690,Νυχτερινή,2025-01-16,Ορθοπεδική
SHF_00691,Πρωινή,2025-01-16,Παιδιατρική
SHF_00692,Απογευματινή,2025-01-16,Παιδιατρική
SHF_00693,Νυχτερινή,2025-01-16,Παιδιατρική
SHF_00694,Πρωινή,2025-01-16,Γυναικολογία
SHF_00695,Απογευματινή,2025-01-16,Γυναικολογία
SHF_00696,Νυχτερινή,2025-01-16,Γυναικολογία
SHF_00697,Πρωινή,2025-01-16,Νευρολογία
SHF_00698,Απογευματινή,2025-01-16,Νευρολογία
SHF_00699,Νυχτερινή,2025-01-16,Νευρολογία
SHF_00700,Πρωινή,2025-01-16,Ογκολογία
SHF_00701,Απογευματινή,2025-01-16,Ογκολογία
SHF_00702,Νυχτερινή,2025-01-16,Ογκολογία
SHF_00703,Πρωινή,2025-01-16,Πνευμονολογία
SHF_00704,Απογευματινή,2025-01-16,Πνευμονολογία
SHF_00705,Νυχτερινή,2025-01-16,Πνευμονολογία
SHF_00706,Πρωινή,2025-01-16,Ουρολογία
SHF_00707,Απογευματινή,2025-01-16,Ουρολογία
SHF_00708,Νυχτερινή,2025-01-16,Ουρολογία
SHF_00709,Πρωινή,2025-01-16,Οφθαλμολογία
SHF_00710,Απογευματινή,2025-01-16,Οφθαλμολογία
SHF_00711,Νυχτερινή,2025-01-16,Οφθαλμολογία
SHF_00712,Πρωινή,2025-01-16,ΩΡΛ
SHF_00713,Απογευματινή,2025-01-16,ΩΡΛ
SHF_00714,Νυχτερινή,2025-01-16,ΩΡΛ
SHF_00715,Πρωινή,2025-01-16,Γαστρεντερολογία
SHF_00716,Απογευματινή,2025-01-16,Γαστρεντερολογία
SHF_00717,Νυχτερινή,2025-01-16,Γαστρεντερολογία
SHF_00718,Πρωινή,2025-01-16,Ενδοκρινολογία
SHF_00719,Απογευματινή,2025-01-16,Ενδοκρινολογία
SHF_00720,Νυχτερινή,2025-01-16,Ενδοκρινολογία
SHF_00721,Πρωινή,2025-01-17,Καρδιολογία
SHF_00722,Απογευματινή,2025-01-17,Καρδιολογία
SHF_00723,Νυχτερινή,2025-01-17,Καρδιολογία
SHF_00724,Πρωινή,2025-01-17,Χειρουργική
SHF_00725,Απογευματινή,2025-01-17,Χειρουργική
SHF_00726,Νυχτερινή,2025-01-17,Χειρουργική
SHF_00727,Πρωινή,2025-01-17,ΜΕΘ
SHF_00728,Απογευματινή,2025-01-17,ΜΕΘ
SHF_00729,Νυχτερινή,2025-01-17,ΜΕΘ
SHF_00730,Πρωινή,2025-01-17,Επείγοντα
SHF_00731,Απογευματινή,2025-01-17,Επείγοντα
SHF_00732,Νυχτερινή,2025-01-17,Επείγοντα
SHF_00733,Πρωινή,2025-01-17,Ορθοπεδική
