ΚΩΔΙΚΟΣ_ΕΞΕΤΑΣΗΣ,ΤΥΠΟΣ,ΚΟΣΤΟΣ
EXM_00550,Υπέρηχος Κοιλίας,21.16
EXM_00551,Γενική Αίματος,169.66
EXM_00552,Υπέρηχος Κοιλίας,161.39
EXM_00553,Ηλεκτροκαρδιογράφημα (ΗΚΓ),130.87
EXM_00554,Ακτινογραφία Θώρακος,209.85
EXM_00555,Ουρία,114.27
EXM_00556,Μαγνητική Τομογραφία (MRI),164.4
EXM_00557,Γενική Αίματος,204.89
EXM_00558,Σάκχαρο Αίματος,138.66
EXM_00559,Υπέρηχος Κοιλίας,33.83
EXM_00560,Γενική Αίματος,28.3
EXM_00561,Ουρία,194.08
EXM_00562,Ηλεκτροκαρδιογράφημα (ΗΚΓ),47.77
EXM_00563,Ουρία,133.68
EXM_00564,Μαγνητική Τομογραφία (MRI),28.49
EXM_00565,Κρεατινίνη,69.56
EXM_00566,Ηλεκτροκαρδιογράφημα (ΗΚΓ),183.78
EXM_00567,Υπέρηχος Κοιλίας,88.68
EXM_00568,Ηλεκτροκαρδιογράφημα (ΗΚΓ),50.34
EXM_00569,Κρεατινίνη,39.14
EXM_00570,Ουρία,51.08
EXM_00571,Γενική Αίματος,240.6
EXM_00572,Χοληστερίνη,133.81
EXM_00573,Ουρία,173.56
EXM_00574,Μαγνητική Τομογραφία (MRI),83.31
EXM_00575,Ηλεκτροκαρδιογράφημα (ΗΚΓ),20.26
EXM_00576,Υπέρηχος Κοιλίας,18.23
EXM_00577,Σάκχαρο Αίματος,165.33
EXM_00578,Ακτινογραφία Θώρακος,26.0
EXM_00579,PCR COVID-19,227.8
EXM_00580,Κρεατινίνη,87.6
EXM_00581,Χοληστερίνη,36.88
EXM_00582,Ουρία,193.44
EXM_00583,PCR COVID-19,36.99
EXM_00584,Σάκχαρο Αίματος,134.45
EXM_00585,Ηλεκτροκαρδιογράφημα (ΗΚΓ),241.61
EXM_00586,PCR COVID-19,165.96
EXM_00587,Κρεατινίνη,63.28
EXM_00588,PCR COVID-19,106.47
EXM_00589,Μαγνητική Τομογραφία (MRI),229.04
EXM_00590,Μαγνητική Τομογραφία (MRI),148.73
EXM_00591,Κρεατινίνη,208.81
EXM_00592,Ουρία,107.39
EXM_00593,Χοληστερίνη,193.34
EXM_00594,Ακτινογραφία Θώρακος,23.81
EXM_00595,PCR COVID-19,15.37
EXM_00596,Ακτινογραφία Θώρακος,180.84
EXM_00597,Χοληστερίνη,164.43
EXM_00598,Χοληστερίνη,17.53
EXM_00599,Ηλεκτροκαρδιογράφημα (ΗΚΓ),248.98
EXM_00600,PCR COVID-19,52.99
EXM_00601,Ηλεκτροκαρδιογράφημα (ΗΚΓ),41.49
EXM_00602,Χοληστερίνη,74.54
EXM_00603,Γενική Αίματος,37.12
EXM_00604,Κρεατινίνη,61.62
EXM_00605,Υπέρηχος Κοιλίας,126.76
EXM_00606,Χοληστερίνη,30.46
EXM_00607,Ακτινογραφία Θώρακος,161.15
EXM_00608,Γενική Αίματος,53.69
EXM_00609,Χοληστερίνη,246.89
EXM_00610,Γενική Αίματος,31.4
EXM_00611,Κρεατινίνη,120.64
EXM_00612,Ακτινογραφία Θώρακος,226.81
EXM_00613,PCR COVID-19,69.45
EXM_00614,Γενική Αίματος,76.29
EXM_00615,Κρεατινίνη,77.38
EXM_00616,PCR COVID-19,84.04
EXM_00617,Κρεατινίνη,131.83
EXM_00618,PCR COVID-19,215.12
EXM_00619,PCR COVID-19,85.19
EXM_00620,Ηλεκτροκαρδιογράφημα (ΗΚΓ),122.19
EXM_00621,Κρεατινίνη,194.18
EXM_00622,Υπέρηχος Κοιλίας,201.11
EXM_00623,Ουρία,231.11
EXM_00624,Σάκχαρο Αίματος,239.17
EXM_00625,Ηλεκτροκαρδιογράφημα (ΗΚΓ),162.71
EXM_00626,Υπέρηχος Κοιλίας,59.49
EXM_00627,Σάκχαρο Αίματος,208.85
EXM_00628,Γενική Αίματος,49.04
EXM_00629,Χοληστερίνη,167.11
EXM_00630,Σάκχαρο Αίματος,203.48
EXM_00631,Χοληστερίνη,97.72
EXM_00632,Κρεατινίνη,175.0
EXM_00633,Ηλεκτροκαρδιογράφημα (ΗΚΓ),36.36
EXM_00634,Ακτινογραφία Θώρακος,157.15
EXM_00635,PCR COVID-19,247.57
EXM_00636,PCR COVID-19,161.84
EXM_00637,Σάκχαρο Αίματος,97.8
EXM_00638,Γενική Αίματος,98.33
EXM_00639,Υπέρηχος Κοιλίας,18.33
EXM_00640,Κρεατινίνη,64.42
EXM_00641,Ουρία,193.47
EXM_00642,Υπέρηχος Κοιλίας,151.53
EXM_00643,Ακτινογραφία Θώρακος,85.68
EXM_00644,Ακτινογραφία Θώρακος,98.82
EXM_00645,PCR COVID-19,52.82
EXM_00646,Ακτινογραφία Θώρακος,176.37
EXM_00647,Χοληστερίνη,33.7
EXM_00648,Κρεατινίνη,141.26
EXM_00649,Ακτινογραφία Θώρακος,73.32
EXM_00650,Υπέρηχος Κοιλίας,151.15
EXM_00651,Χοληστερίνη,129.85
EXM_00652,Χοληστερίνη,247.77
EXM_00653,Ηλεκτροκαρδιογράφημα (ΗΚΓ),101.51
EXM_00654,Ηλεκτροκαρδιογράφημα (ΗΚΓ),213.32
EXM_00655,Ουρία,20.39
EXM_00656,Υπέρηχος Κοιλίας,135.7
EXM_00657,Ακτινογραφία Θώρακος,208.98
EXM_00658,Ηλεκτροκαρδιογράφημα (ΗΚΓ),244.34
EXM_00659,Ακτινογραφία Θώρακος,152.0
EXM_00660,Σάκχαρο Αίματος,148.88
EXM_00661,Μαγνητική Τομογραφία (MRI),121.28
EXM_00662,Χοληστερίνη,115.74
EXM_00663,Γενική Αίματος,91.26
EXM_00664,Υπέρηχος Κοιλίας,155.91
EXM_00665,PCR COVID-19,155.19
EXM_00666,Ουρία,114.56
EXM_00667,Σάκχαρο Αίματος,200.59
EXM_00668,PCR COVID-19,165.74
EXM_00669,Χοληστερίνη,200.48
EXM_00670,Γενική Αίματος,226.59
EXM_00671,PCR COVID-19,19.59
EXM_00672,Γενική Αίματος,248.05
EXM_00673,Ακτινογραφία Θώρακος,108.16
EXM_00674,Χοληστερίνη,132.28
EXM_00675,Ακτινογραφία Θώρακος,141.67
EXM_00676,Ακτινογραφία Θώρακος,231.73
EXM_00677,Ακτινογραφία Θώρακος,240.92
EXM_00678,Υπέρηχος Κοιλίας,28.46
EXM_00679,Ακτινογραφία Θώρακος,30.57
EXM_00680,Ουρία,113.85
EXM_00681,Χοληστερίνη,48.04
EXM_00682,Ουρία,173.44
EXM_00683,Ακτινογραφία Θώρακος,63.95
EXM_00684,PCR COVID-19,181.52
EXM_00685,Ακτινογραφία Θώρακος,108.87
EXM_00686,Υπέρηχος Κοιλίας,45.17
EXM_00687,Μαγνητική Τομογραφία (MRI),68.41
EXM_00688,Ηλεκτροκαρδιογράφημα (ΗΚΓ),112.15
EXM_00689,Μαγνητική Τομογραφία (MRI),101.65
EXM_00690,Ηλεκτροκαρδιογράφημα (ΗΚΓ),153.63
EXM_00691,Χοληστερίνη,172.16
EXM_00692,Ηλεκτροκαρδιογράφημα (ΗΚΓ),218.35
EXM_00693,PCR COVID-19,228.14
EXM_00694,Ηλεκτροκαρδιογράφημα (ΗΚΓ),45.94
EXM_00695,Ουρία,248.93
EXM_00696,PCR COVID-19,245.97
EXM_00697,PCR COVID-19,206.66
EXM_00698,Σάκχαρο Αίματος,176.46
EXM_00699,Μαγνητική Τομογραφία (MRI),78.47
EXM_00700,Χοληστερίνη,226.23
EXM_00701,Ηλεκτροκαρδιογράφημα (ΗΚΓ),108.11
EXM_00702,Ακτινογραφία Θώρακος,133.97
EXM_00703,Γενική Αίματος,93.36
EXM_00704,Χοληστερίνη,166.1
EXM_00705,Ακτινογραφία Θώρακος,205.03
EXM_00706,Γενική Αίματος,54.61
EXM_00707,Υπέρηχος Κοιλίας,127.55
EXM_00708,Κρεατινίνη,27.51
EXM_00709,Γενική Αίματος,127.94
EXM_00710,Σάκχαρο Αίματος,106.25
EXM_00711,Χοληστερίνη,53.81
EXM_00712,Κρεατινίνη,102.87
EXM_00713,Χοληστερίνη,29.39
EXM_00714,PCR COVID-19,51.5
EXM_00715,Γενική Αίματος,204.22
EXM_00716,Σάκχαρο Αίματος,187.53
EXM_00717,Γενική Αίματος,233.78
EXM_00718,Ακτινογραφία Θώρακος,204.94
EXM_00719,Υπέρηχος Κοιλίας,134.95
EXM_00720,Χοληστερίνη,23.27
EXM_00721,Ουρία,107.24
EXM_00722,Ουρία,100.47
EXM_00723,Γενική Αίματος,147.51
EXM_00724,Γενική Αίματος,69.31
EXM_00725,Μαγνητική Τομογραφία (MRI),116.03
EXM_00726,Κρεατινίνη,203.01
EXM_00727,Γενική Αίματος,84.0
EXM_00728,Κρεατινίνη,101.7
EXM_00729,Σάκχαρο Αίματος,137.55
EXM_00730,Μαγνητική Τομογραφία (MRI),125.52
EXM_00731,Κρεατινίνη,239.29
EXM_00732,Μαγνητική Τομογραφία (MRI),249.26
EXM_00733,PCR COVID-19,103.18
EXM_00734,Γενική Αίματος,231.72
EXM_00735,Χοληστερίνη,45.6
EXM_00736,Ηλεκτροκαρδιογράφημα (ΗΚΓ),108.3
EXM_00737,Μαγνητική Τομογραφία (MRI),64.42
EXM_00738,PCR COVID-19,79.42
EXM_00739,Ηλεκτροκαρδιογράφημα (ΗΚΓ),215.63
EXM_00740,Υπέρηχος Κοιλίας,246.12
EXM_00741,Ουρία,30.31
EXM_00742,Σάκχαρο Αίματος,109.27
EXM_00743,Σάκχαρο Αίματος,27.39
EXM_00744,Υπέρηχος Κοιλίας,136.99
EXM_00745,Ηλεκτροκαρδιογράφημα (ΗΚΓ),146.49
EXM_00746,Ουρία,178.91
EXM_00747,Ακτινογραφία Θώρακος,192.27
EXM_00748,Γενική Αίματος,151.99
EXM_00749,Ηλεκτροκαρδιογράφημα (ΗΚΓ),240.03
EXM_00750,PCR COVID-19,44.35
EXM_00751,Υπέρηχος Κοιλίας,76.11
EXM_00752,Ουρία,224.75
EXM_00753,Γενική Αίματος,30.97
EXM_00754,Μαγνητική Τομογραφία (MRI),119.95
EXM_00755,Υπέρηχος Κοιλίας,148.68
EXM_00756,Γενική Αίματος,172.08
EXM_00757,Γενική Αίματος,100.36
EXM_00758,Γενική Αίματος,205.04
EXM_00759,Γενική Αίματος,65.54
EXM_00760,PCR COVID-19,88.03
EXM_00761,Σάκχαρο Αίματος,226.18
EXM_00762,Μαγνητική Τομογραφία (MRI),194.38
EXM_00763,Υπέρηχος Κοιλίας,235.71
EXM_00764,Ουρία,76.27
EXM_00765,Γενική Αίματος,229.74
EXM_00766,Ακτινογραφία Θώρακος,147.43
EXM_00767,Μαγνητική Τομογραφία (MRI),64.59
EXM_00768,Ουρία,233.38
EXM_00769,Ουρία,44.73
EXM_00770,Υπέρηχος Κοιλίας,54.49
EXM_00771,Σάκχαρο Αίματος,177.38
EXM_00772,Σάκχαρο Αίματος,100.93
EXM_00773,Ηλεκτροκαρδιογράφημα (ΗΚΓ),49.34
EXM_00774,Κρεατινίνη,188.45
EXM_00775,Κρεατινίνη,98.62
EXM_00776,Σάκχαρο Αίματος,148.66
EXM_00777,Μαγνητική Τομογραφία (MRI),156.54
EXM_00778,Μαγνητική Τομογραφία (MRI),243.86
EXM_00779,Ουρία,40.03
EXM_00780,Υπέρηχος Κοιλίας,85.83
EXM_00781,Κρεατινίνη,65.06
EXM_00782,Ακτινογραφία Θώρακος,21.31
EXM_00783,Σάκχαρο Αίματος,31.04
EXM_00784,Χοληστερίνη,49.47
EXM_00785,Μαγνητική Τομογραφία (MRI),183.57
EXM_00786,Κρεατινίνη,131.53
EXM_00787,Χοληστερίνη,149.25
EXM_00788,Ηλεκτροκαρδιογράφημα (ΗΚΓ),183.45
EXM_00789,Κρεατινίνη,144.22
EXM_00790,Μαγνητική Τομογραφία (MRI),55.45
EXM_00791,PCR COVID-19,203.95
EXM_00792,Ηλεκτροκαρδιογράφημα (ΗΚΓ),249.78
EXM_00793,Κρεατινίνη,93.06
EXM_00794,Ουρία,61.48
EXM_00795,Σάκχαρο Αίματος,166.97
EXM_00796,Ουρία,142.22
EXM_00797,Γενική Αίματος,186.61
EXM_00798,Μαγνητική Τομογραφία (MRI),88.53
EXM_00799,Κρεατινίνη,218.61
EXM_00800,Υπέρηχος Κοιλίας,228.06
EXM_00801,Μαγνητική Τομογραφία (MRI),98.26
EXM_00802,Μαγνητική Τομογραφία (MRI),245.8
EXM_00803,Γενική Αίματος,166.85
EXM_00804,Ακτινογραφία Θώρακος,40.43
EXM_00805,Υπέρηχος Κοιλίας,228.55
EXM_00806,Υπέρηχος Κοιλίας,205.99
EXM_00807,Υπέρηχος Κοιλίας,37.82
EXM_00808,Γενική Αίματος,126.54
EXM_00809,PCR COVID-19,139.7
EXM_00810,Χοληστερίνη,83.1
EXM_00811,Ακτινογραφία Θώρακος,188.28
EXM_00812,PCR COVID-19,208.9
EXM_00813,PCR COVID-19,52.72
EXM_00814,Μαγνητική Τομογραφία (MRI),247.75
EXM_00815,Υπέρηχος Κοιλίας,205.57
EXM_00816,Ουρία,72.62
EXM_00817,PCR COVID-19,32.25
EXM_00818,Κρεατινίνη,134.24
EXM_00819,Ουρία,16.14
EXM_00820,Μαγνητική Τομογραφία (MRI),47.48
EXM_00821,PCR COVID-19,53.39
EXM_00822,Ακτινογραφία Θώρακος,241.35
EXM_00823,Υπέρηχος Κοιλίας,150.75
EXM_00824,Σάκχαρο Αίματος,103.82
EXM_00825,Σάκχαρο Αίματος,133.97
EXM_00826,Κρεατινίνη,140.64
EXM_00827,Ουρία,99.59
EXM_00828,Μαγνητική Τομογραφία (MRI),69.37
EXM_00829,Ηλεκτροκαρδιογράφημα (ΗΚΓ),120.95
EXM_00830,PCR COVID-19,26.68
EXM_00831,PCR COVID-19,22.04
EXM_00832,Ουρία,227.79
EXM_00833,Ουρία,192.33
EXM_00834,Υπέρηχος Κοιλίας,180.97
EXM_00835,PCR COVID-19,85.33
EXM_00836,PCR COVID-19,202.07
EXM_00837,Μαγνητική Τομογραφία (MRI),200.82
EXM_00838,Ακτινογραφία Θώρακος,221.33
EXM_00839,Ουρία,94.58
EXM_00840,Γενική Αίματος,130.06
EXM_00841,Χοληστερίνη,172.47
EXM_00842,Ουρία,60.01
EXM_00843,Ακτινογραφία Θώρακος,134.06
EXM_00844,Ηλεκτροκαρδιογράφημα (ΗΚΓ),70.44
EXM_00845,Γενική Αίματος,213.01
EXM_00846,Μαγνητική Τομογραφία (MRI),38.34
EXM_00847,Υπέρηχος Κοιλίας,84.6
EXM_00848,Ηλεκτροκαρδιογράφημα (ΗΚΓ),167.67
EXM_00849,Μαγνητική Τομογραφία (MRI),234.48
EXM_00850,Γενική Αίματος,181.07
EXM_00851,Σάκχαρο Αίματος,245.16
EXM_00852,PCR COVID-19,102.21
EXM_00853,Ακτινογραφία Θώρακος,44.82
EXM_00854,Μαγνητική Τομογραφία (MRI),110.53
EXM_00855,Υπέρηχος Κοιλίας,87.72
EXM_00856,Κρεατινίνη,96.33
EXM_00857,Ακτινογραφία Θώρακος,190.82
EXM_00858,Σάκχαρο Αίματος,76.1
EXM_00859,Ουρία,140.79
EXM_00860,Ακτινογραφία Θώρακος,237.84
EXM_00861,Σάκχαρο Αίματος,30.5
EXM_00862,Χοληστερίνη,193.47
EXM_00863,PCR COVID-19,170.78
EXM_00864,Γενική Αίματος,76.88
EXM_00865,Σάκχαρο Αίματος,100.18
EXM_00866,Υπέρηχος Κοιλίας,217.85
EXM_00867,Ουρία,195.72
EXM_00868,PCR COVID-19,170.03
EXM_00869,PCR COVID-19,100.83
EXM_00870,Χοληστερίνη,142.29
EXM_00871,Σάκχαρο Αίματος,87.39
EXM_00872,Ηλεκτροκαρδιογράφημα (ΗΚΓ),17.03
EXM_00873,Χοληστερίνη,198.75
EXM_00874,PCR COVID-19,17.49
EXM_00875,Ουρία,27.03
EXM_00876,Υπέρηχος Κοιλίας,72.49
EXM_00877,Σάκχαρο Αίματος,110.6
EXM_00878,Γενική Αίματος,43.21
EXM_00879,Χοληστερίνη,165.44
EXM_00880,Γενική Αίματος,227.61
EXM_00881,Μαγνητική Τομογραφία (MRI),101.08
EXM_00882,Υπέρηχος Κοιλίας,38.59
EXM_00883,PCR COVID-19,178.41
EXM_00884,Ουρία,145.97
EXM_00885,Γενική Αίματος,208.98
EXM_00886,Ουρία,50.96
EXM_00887,Μαγνητική Τομογραφία (MRI),230.25
EXM_00888,Μαγνητική Τομογραφία (MRI),240.34
EXM_00889,Κρεατινίνη,95.73
EXM_00890,Ουρία,73.08
EXM_00891,Ακτινογραφία Θώρακος,151.31
EXM_00892,Ουρία,108.62
EXM_00893,PCR COVID-19,49.94
EXM_00894,Σάκχαρο Αίματος,183.17
EXM_00895,Χοληστερίνη,142.01
EXM_00896,Σάκχαρο Αίματος,17.28
EXM_00897,Σάκχαρο Αίματος,242.01
EXM_00898,Ακτινογραφία Θώρακος,176.92
EXM_00899,Κρεατινίνη,172.8
EXM_00900,Υπέρηχος Κοιλίας,193.0
EXM_00901,Σάκχαρο Αίματος,223.65
EXM_00902,Σάκχαρο Αίματος,139.3
EXM_00903,Γενική Αίματος,193.55
EXM_00904,Σάκχαρο Αίματος,104.4
EXM_00905,Χοληστερίνη,60.22
EXM_00906,Ηλεκτροκαρδιογράφημα (ΗΚΓ),55.95
EXM_00907,Ακτινογραφία Θώρακος,134.64
EXM_00908,Κρεατινίνη,199.59
EXM_00909,Κρεατινίνη,106.95
EXM_00910,PCR COVID-19,71.3
EXM_00911,Ηλεκτροκαρδιογράφημα (ΗΚΓ),49.78
EXM_00912,Γενική Αίματος,154.08
EXM_00913,Μαγνητική Τομογραφία (MRI),245.59
EXM_00914,Υπέρηχος Κοιλίας,106.26
EXM_00915,Ουρία,164.21
EXM_00916,Σάκχαρο Αίματος,44.96
EXM_00917,Υπέρηχος Κοιλίας,87.19
EXM_00918,Χοληστερίνη,159.46
EXM_00919,Γενική Αίματος,147.12
EXM_00920,Σάκχαρο Αίματος,17.19
EXM_00921,Ουρία,178.88
EXM_00922,Μαγνητική Τομογραφία (MRI),149.24
EXM_00923,Ηλεκτροκαρδιογράφημα (ΗΚΓ),65.42
EXM_00924,Χοληστερίνη,27.11
EXM_00925,Μαγνητική Τομογραφία (MRI),123.99
EXM_00926,Γενική Αίματος,49.01
EXM_00927,PCR COVID-19,235.42
EXM_00928,Κρεατινίνη,54.06
EXM_00929,Υπέρηχος Κοιλίας,110.58
EXM_00930,Σάκχαρο Αίματος,111.95
EXM_00931,Ουρία,99.49
EXM_00932,Μαγνητική Τομογραφία (MRI),205.14
EXM_00933,Ακτινογραφία Θώρακος,114.02
EXM_00934,Ουρία,149.94
EXM_00935,PCR COVID-19,155.56
EXM_00936,Γενική Αίματος,46.26
EXM_00937,Ακτινογραφία Θώρακος,86.98
EXM_00938,Ακτινογραφία Θώρακος,158.46
EXM_00939,Μαγνητική Τομογραφία (MRI),234.13
EXM_00940,Γενική Αίματος,49.42
EXM_00941,Ουρία,98.64
EXM_00942,Γενική Αίματος,131.3
EXM_00943,Ηλεκτροκαρδιογράφημα (ΗΚΓ),51.79
EXM_00944,Υπέρηχος Κοιλίας,169.46
EXM_00945,Ακτινογραφία Θώρακος,219.68
EXM_00946,Σάκχαρο Αίματος,248.21
EXM_00947,Μαγνητική Τομογραφία (MRI),183.99
EXM_00948,Ηλεκτροκαρδιογράφημα (ΗΚΓ),101.04
EXM_00949,Κρεατινίνη,142.41
EXM_00950,Σάκχαρο Αίματος,49.49
EXM_00951,Υπέρηχος Κοιλίας,232.97
EXM_00952,Χοληστερίνη,19.57
EXM_00953,Σάκχαρο Αίματος,74.11
EXM_00954,PCR COVID-19,156.87
EXM_00955,Ακτινογραφία Θώρακος,231.12
EXM_00956,Ουρία,132.33
EXM_00957,Κρεατινίνη,225.46
EXM_00958,Ακτινογραφία Θώρακος,53.93
EXM_00959,Ουρία,41.74
EXM_00960,Ουρία,215.05
EXM_00961,Χοληστερίνη,220.42
EXM_00962,Χοληστερίνη,79.69
EXM_00963,Σάκχαρο Αίματος,203.89
EXM_00964,Ουρία,70.12
EXM_00965,Ακτινογραφία Θώρακος,172.37
EXM_00966,Ηλεκτροκαρδιογράφημα (ΗΚΓ),181.08
EXM_00967,Χοληστερίνη,244.24
EXM_00968,Κρεατινίνη,199.53
EXM_00969,Υπέρηχος Κοιλίας,144.05
EXM_00970,Ηλεκτροκαρδιογράφημα (ΗΚΓ),158.18
EXM_00971,Ηλεκτροκαρδιογράφημα (ΗΚΓ),108.56
EXM_00972,Μαγνητική Τομογραφία (MRI),52.1
EXM_00973,Ηλεκτροκαρδιογράφημα (ΗΚΓ),145.78
